,epoch,client_0_loss,client_0_acc,client_1_loss,client_1_acc,client_2_loss,client_2_acc,client_3_loss,client_3_acc,client_4_loss,client_4_acc,client_5_loss,client_5_acc,client_6_loss,client_6_acc,client_7_loss,client_7_acc,client_8_loss,client_8_acc,client_9_loss,client_9_acc
0,0,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
1,1,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
2,2,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
3,3,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
4,4,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
5,5,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
6,6,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
7,7,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
8,8,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
9,9,0.7796951979398727,0.8412356321839081,0.8980244990888533,0.7622252747252747,0.6835117521759582,0.8676949845338047,0.6664828295801201,0.8764950980392158,0.48984940421992335,0.9086206896551724,0.5226728340092394,0.8939862542955327,0.7072967022073036,0.821236559139785,1.2148888663241737,0.6958881578947368,0.9774051094145486,0.7371482683982684,0.6214060100816912,0.8622685185185186
