,epoch,client_0_loss,client_0_acc,client_1_loss,client_1_acc,client_2_loss,client_2_acc,client_3_loss,client_3_acc,client_4_loss,client_4_acc,client_5_loss,client_5_acc,client_6_loss,client_6_acc,client_7_loss,client_7_acc,client_8_loss,client_8_acc,client_9_loss,client_9_acc
0,0,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
1,1,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
2,2,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
3,3,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
4,4,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
5,5,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
6,6,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
7,7,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
8,8,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
9,9,0.966996043920517,0.9008101851851851,0.9739222824573517,0.8854166666666667,1.156217336654663,0.875,0.921809583902359,0.9358836206896552,0.9547679806473078,0.9009934413580247,0.9771823897594358,0.9001161440185831,0.9118524193763733,0.9375,1.0039702914655209,0.8807333669354839,0.9576613063162024,0.8991477272727273,0.9546438722055623,0.900016404199475
